Groups, Dataset Name, Size,Shape,Type
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Acquisition/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,nbGates,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,nbPtsPerProjInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,nbPtsPerProjInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,offsetSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,offsetSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,projDataSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,projDataSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,projPositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,projPositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,tgSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,tgSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412426/Image/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Image/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412426/Image/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412426/Image/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412426/Image/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,imagePositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,imagePositionSet1_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,imagePositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,imagePositionSet2_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/imageSet,imageSet,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbImages,nbImages,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,nbPtsInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,nbPtsInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412442/Acquisition,Acquisition,1,(),|S98
AwakeEventData/TT41.BTV.412442/Image,Image,1,(),|S92
AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430010/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430028/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430039/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430103/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430129/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430203/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT43.BPM.430308/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/VGP.412400/PR/value,value,1,"(1,)",float32
AwakeEventData/VGP.412423/PR/value,value,1,"(1,)",float32
AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,pdcOutDelay,1,"(1,)",int16
AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,b_offline,1,"(1,)",int64
AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,pdcOutDelay,1,"(1,)",int16
AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,b_offline,1,"(1,)",int64
AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,pdcOutDelay,1,"(1,)",int16
AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,b_offline,1,"(1,)",int64
AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,pdcOutDelay,1,"(1,)",int16
AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,b_offline,1,"(1,)",int64
AwakeEventData/VVGF.412400/StartCounterSt/value,value,1,"(1,)",int32
AwakeEventData/VVGF.412400/State/value,value,1,"(1,)",int16
AwakeEventData/VVGF.412423/StartCounterSt/value,value,1,"(1,)",int32
AwakeEventData/VVGF.412423/State/value,value,1,"(1,)",int16
AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,streakImageBinning,1,"(1,)",|S5
AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,streakImageData,344064,"(344064,)",int32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,streakImageExposureTime,1,"(1,)",|S5
AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,streakImageHeight,1,"(1,)",int64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,streakImageInfo,1,"(1,)",|S2768
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,streakImageMcpGain,1,"(1,)",int64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,streakImageMode,1,"(1,)",|S7
AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,streakImageProjection,512,"(512,)",float32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,streakImageTime,1,"(1,)",|S12
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,streakImageTimeRange,1,"(1,)",|S4
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,streakImageTimeValues,512,"(512,)",float64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,streakImageTrigLevel,1,"(1,)",float32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,streakImageWidth,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,hbin,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,hend,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,hstart,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,readMode,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,vbin,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,vend,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,vstart,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraAcq,CameraAcq,1,(),|S93
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,ddgGateDelay,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,ddgGateDelay_max,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,ddgGateDelay_min,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,ddgGateWidth,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,ddgGateWidth_max,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,ddgGateWidth_min,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,enableDDGIntelligate,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,enableFan,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,enableFastTrigger,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,exposureTime,1,"(1,)",float32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,mcpGain,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,mcpGain_max,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,mcpGain_min,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,preampGainIndex,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,preampGainIndex_max,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,preampGainIndex_min,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,targetShutDownTemperature,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,targetShutDownTemperature_max,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,targetShutDownTemperature_min,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,targetTemperature,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,targetTemperature_max,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,targetTemperature_min,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,triggerEdge,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,triggerTermination,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,triggerThreshold,1,"(1,)",float32
AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,CameraSettingsStatus,1,(),|S104
AwakeEventData/XUCL-SPECTRO/ImageAcq,ImageAcq,1,(),|S92
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,value,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,value,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,value,1,"(1,)",float64
